created_at,station_id,type,data
2024-07-17 21:48:49.127876+00,mw_workshops/Nkhotakota,rainfallSummary,"{""data"":[{""year"":1980,""n_rain"":null,""station"":""Nkhotakota"",""annual_rain"":null,""end_rains_doy"":300,""season_length"":null,""seasonal_rain"":742,""end_rains_date"":""1981-04-25"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":1981,""n_rain"":95,""station"":""Nkhotakota"",""annual_rain"":1857,""end_rains_doy"":296,""season_length"":144,""seasonal_rain"":1762,""end_rains_date"":""1982-04-21"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":152,""start_rains_date"":""1981-11-29""},{""year"":1982,""n_rain"":87,""station"":""Nkhotakota"",""annual_rain"":1144,""end_rains_doy"":302,""season_length"":162,""seasonal_rain"":1063,""end_rains_date"":""1983-04-27"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":140,""start_rains_date"":""1982-11-17""},{""year"":1983,""n_rain"":80,""station"":""Nkhotakota"",""annual_rain"":971,""end_rains_doy"":275,""season_length"":110,""seasonal_rain"":924,""end_rains_date"":""1984-03-31"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""1983-12-12""},{""year"":1984,""n_rain"":88,""station"":""Nkhotakota"",""annual_rain"":1574,""end_rains_doy"":284,""season_length"":152,""seasonal_rain"":1531,""end_rains_date"":""1985-04-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":132,""start_rains_date"":""1984-11-09""},{""year"":1985,""n_rain"":108,""station"":""Nkhotakota"",""annual_rain"":2123,""end_rains_doy"":303,""season_length"":164,""seasonal_rain"":2099,""end_rains_date"":""1986-04-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":139,""start_rains_date"":""1985-11-16""},{""year"":1986,""n_rain"":80,""station"":""Nkhotakota"",""annual_rain"":1216,""end_rains_doy"":292,""season_length"":131,""seasonal_rain"":1212,""end_rains_date"":""1987-04-17"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":161,""start_rains_date"":""1986-12-08""},{""year"":1987,""n_rain"":88,""station"":""Nkhotakota"",""annual_rain"":1217,""end_rains_doy"":303,""season_length"":137,""seasonal_rain"":1200,""end_rains_date"":""1988-04-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":166,""start_rains_date"":""1987-12-13""},{""year"":1988,""n_rain"":98,""station"":""Nkhotakota"",""annual_rain"":1690,""end_rains_doy"":301,""season_length"":130,""seasonal_rain"":1647,""end_rains_date"":""1989-04-26"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":171,""start_rains_date"":""1988-12-18""},{""year"":1989,""n_rain"":79,""station"":""Nkhotakota"",""annual_rain"":1472,""end_rains_doy"":296,""season_length"":143,""seasonal_rain"":1359,""end_rains_date"":""1990-04-21"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":153,""start_rains_date"":""1989-11-30""},{""year"":1990,""n_rain"":74,""station"":""Nkhotakota"",""annual_rain"":1184,""end_rains_doy"":282,""season_length"":118,""seasonal_rain"":1183,""end_rains_date"":""1991-04-07"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":164,""start_rains_date"":""1990-12-11""},{""year"":1991,""n_rain"":62,""station"":""Nkhotakota"",""annual_rain"":1017,""end_rains_doy"":299,""season_length"":null,""seasonal_rain"":873,""end_rains_date"":""1992-04-24"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":1992,""n_rain"":79,""station"":""Nkhotakota"",""annual_rain"":1334,""end_rains_doy"":305,""season_length"":137,""seasonal_rain"":1286,""end_rains_date"":""1993-04-30"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":168,""start_rains_date"":""1992-12-15""},{""year"":1993,""n_rain"":70,""station"":""Nkhotakota"",""annual_rain"":959,""end_rains_doy"":284,""season_length"":116,""seasonal_rain"":883,""end_rains_date"":""1994-04-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":168,""start_rains_date"":""1993-12-15""},{""year"":1994,""n_rain"":67,""station"":""Nkhotakota"",""annual_rain"":1079,""end_rains_doy"":285,""season_length"":137,""seasonal_rain"":1062,""end_rains_date"":""1995-04-10"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":148,""start_rains_date"":""1994-11-25""},{""year"":1995,""n_rain"":89,""station"":""Nkhotakota"",""annual_rain"":1199,""end_rains_doy"":282,""season_length"":121,""seasonal_rain"":1052,""end_rains_date"":""1996-04-07"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":161,""start_rains_date"":""1995-12-08""},{""year"":1996,""n_rain"":60,""station"":""Nkhotakota"",""annual_rain"":989,""end_rains_doy"":292,""season_length"":124,""seasonal_rain"":985,""end_rains_date"":""1997-04-17"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":168,""start_rains_date"":""1996-12-15""},{""year"":1997,""n_rain"":85,""station"":""Nkhotakota"",""annual_rain"":1584,""end_rains_doy"":289,""season_length"":135,""seasonal_rain"":1574,""end_rains_date"":""1998-04-14"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":154,""start_rains_date"":""1997-12-01""},{""year"":1998,""n_rain"":76,""station"":""Nkhotakota"",""annual_rain"":1226,""end_rains_doy"":303,""season_length"":null,""seasonal_rain"":1174,""end_rains_date"":""1999-04-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":1999,""n_rain"":76,""station"":""Nkhotakota"",""annual_rain"":883,""end_rains_doy"":300,""season_length"":135,""seasonal_rain"":833,""end_rains_date"":""2000-04-25"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""1999-12-12""},{""year"":2000,""n_rain"":110,""station"":""Nkhotakota"",""annual_rain"":1461,""end_rains_doy"":281,""season_length"":127,""seasonal_rain"":1429,""end_rains_date"":""2001-04-06"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":154,""start_rains_date"":""2000-12-01""},{""year"":2001,""n_rain"":90,""station"":""Nkhotakota"",""annual_rain"":1432,""end_rains_doy"":289,""season_length"":131,""seasonal_rain"":1401,""end_rains_date"":""2002-04-14"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":158,""start_rains_date"":""2001-12-05""},{""year"":2002,""n_rain"":69,""station"":""Nkhotakota"",""annual_rain"":1214,""end_rains_doy"":279,""season_length"":116,""seasonal_rain"":1172,""end_rains_date"":""2003-04-04"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":163,""start_rains_date"":""2002-12-10""},{""year"":2003,""n_rain"":81,""station"":""Nkhotakota"",""annual_rain"":1328,""end_rains_doy"":304,""season_length"":151,""seasonal_rain"":1284,""end_rains_date"":""2004-04-29"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":153,""start_rains_date"":""2003-11-30""},{""year"":2004,""n_rain"":75,""station"":""Nkhotakota"",""annual_rain"":1301,""end_rains_doy"":296,""season_length"":145,""seasonal_rain"":1260,""end_rains_date"":""2005-04-21"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":151,""start_rains_date"":""2004-11-28""},{""year"":2005,""n_rain"":76,""station"":""Nkhotakota"",""annual_rain"":1374,""end_rains_doy"":300,""season_length"":118,""seasonal_rain"":1354,""end_rains_date"":""2006-04-25"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":182,""start_rains_date"":""2005-12-29""},{""year"":2006,""n_rain"":81,""station"":""Nkhotakota"",""annual_rain"":1309,""end_rains_doy"":299,""season_length"":135,""seasonal_rain"":1301,""end_rains_date"":""2007-04-24"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":164,""start_rains_date"":""2006-12-11""},{""year"":2007,""n_rain"":78,""station"":""Nkhotakota"",""annual_rain"":1498,""end_rains_doy"":298,""season_length"":144,""seasonal_rain"":1495,""end_rains_date"":""2008-04-23"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":154,""start_rains_date"":""2007-12-01""},{""year"":2008,""n_rain"":84,""station"":""Nkhotakota"",""annual_rain"":1901,""end_rains_doy"":279,""season_length"":130,""seasonal_rain"":1781,""end_rains_date"":""2009-04-04"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":149,""start_rains_date"":""2008-11-26""},{""year"":2009,""n_rain"":79,""station"":""Nkhotakota"",""annual_rain"":1437,""end_rains_doy"":300,""season_length"":135,""seasonal_rain"":1428,""end_rains_date"":""2010-04-25"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""2009-12-12""},{""year"":2010,""n_rain"":69,""station"":""Nkhotakota"",""annual_rain"":1335,""end_rains_doy"":284,""season_length"":131,""seasonal_rain"":1320,""end_rains_date"":""2011-04-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":153,""start_rains_date"":""2010-11-30""},{""year"":2011,""n_rain"":73,""station"":""Nkhotakota"",""annual_rain"":1450,""end_rains_doy"":277,""season_length"":113,""seasonal_rain"":1448,""end_rains_date"":""2012-04-02"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":164,""start_rains_date"":""2011-12-11""},{""year"":2012,""n_rain"":74,""station"":""Nkhotakota"",""annual_rain"":1323,""end_rains_doy"":279,""season_length"":116,""seasonal_rain"":1295,""end_rains_date"":""2013-04-04"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":163,""start_rains_date"":""2012-12-10""},{""year"":2013,""n_rain"":71,""station"":""Nkhotakota"",""annual_rain"":1519,""end_rains_doy"":303,""season_length"":157,""seasonal_rain"":1519,""end_rains_date"":""2014-04-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":146,""start_rains_date"":""2013-11-23""},{""year"":2014,""n_rain"":68,""station"":""Nkhotakota"",""annual_rain"":1065,""end_rains_doy"":291,""season_length"":119,""seasonal_rain"":1065,""end_rains_date"":""2015-04-16"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":172,""start_rains_date"":""2014-12-19""},{""year"":2015,""n_rain"":59,""station"":""Nkhotakota"",""annual_rain"":815,""end_rains_doy"":280,""season_length"":117,""seasonal_rain"":815,""end_rains_date"":""2016-04-05"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":163,""start_rains_date"":""2015-12-10""},{""year"":2016,""n_rain"":74,""station"":""Nkhotakota"",""annual_rain"":1200,""end_rains_doy"":305,""season_length"":146,""seasonal_rain"":1200,""end_rains_date"":""2017-04-30"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":159,""start_rains_date"":""2016-12-06""},{""year"":2017,""n_rain"":81,""station"":""Nkhotakota"",""annual_rain"":1548,""end_rains_doy"":295,""season_length"":153,""seasonal_rain"":1548,""end_rains_date"":""2018-04-20"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":142,""start_rains_date"":""2017-11-19""},{""year"":2018,""n_rain"":70,""station"":""Nkhotakota"",""annual_rain"":1487,""end_rains_doy"":288,""season_length"":146,""seasonal_rain"":1487,""end_rains_date"":""2019-04-13"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":142,""start_rains_date"":""2018-11-19""},{""year"":2019,""n_rain"":64,""station"":""Nkhotakota"",""annual_rain"":1550,""end_rains_doy"":295,""season_length"":146,""seasonal_rain"":1550,""end_rains_date"":""2020-04-20"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":149,""start_rains_date"":""2019-11-26""},{""year"":2020,""n_rain"":72,""station"":""Nkhotakota"",""annual_rain"":1158,""end_rains_doy"":268,""season_length"":113,""seasonal_rain"":1158,""end_rains_date"":""2021-03-24"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":155,""start_rains_date"":""2020-12-02""},{""year"":2021,""n_rain"":67,""station"":""Nkhotakota"",""annual_rain"":1166,""end_rains_doy"":301,""season_length"":131,""seasonal_rain"":1166,""end_rains_date"":""2022-04-26"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":170,""start_rains_date"":""2021-12-17""},{""year"":2022,""n_rain"":null,""station"":""Nkhotakota"",""annual_rain"":null,""end_rains_doy"":291,""season_length"":151,""seasonal_rain"":1400,""end_rains_date"":""2023-04-16"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":140,""start_rains_date"":""2022-11-17""},{""year"":2023,""n_rain"":null,""station"":""Nkhotakota"",""annual_rain"":null,""end_rains_doy"":null,""season_length"":null,""seasonal_rain"":null,""end_rains_date"":{},""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}}],""metadata"":{""end_rains"":{""output"":""both"",""end_day"":305,""start_day"":93,""s_start_doy"":183,""min_rainfall"":10,""interval_length"":1},""end_season"":{""end_day"":null,""capacity"":null,""start_day"":null,""evaporation"":null,""s_start_doy"":183,""evaporation_value"":null,""water_balance_max"":null},""annual_rain"":{""na_n"":null,""na_rm"":null,""n_rain"":null,""na_prop"":null,""na_n_non"":null,""rain_day"":null,""na_consec"":null,""annual_rain"":null,""s_start_doy"":183},""start_rains"":{""end_day"":184,""max_rain"":null,""dry_spell"":true,""over_days"":25,""start_day"":93,""threshold"":0,""dry_period"":false,""proportion"":false,""amount_rain"":3,""s_start_doy"":183,""min_rain_days"":null,""prob_rain_day"":null,""spell_interval"":21,""total_rainfall"":true,""period_interval"":null,""number_rain_days"":null,""rain_day_interval"":null,""spell_max_dry_days"":9,""period_max_dry_days"":null},""seasonal_rain"":{""na_n"":null,""na_rm"":null,""n_rain"":null,""na_prop"":null,""na_n_non"":null,""rain_day"":null,""na_consec"":null,""total_rain"":null},""seasonal_length"":{""end_type"":""rains""}}}"
2024-07-17 21:48:58.416959+00,mw_workshops/Kasungu,rainfallSummary,"{""data"":[{""year"":1983,""n_rain"":43,""station"":""Kasungu"",""annual_rain"":505,""end_rains_doy"":272,""season_length"":null,""seasonal_rain"":504,""end_rains_date"":""1984-03-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":1984,""n_rain"":78,""station"":""Kasungu"",""annual_rain"":713,""end_rains_doy"":267,""season_length"":135,""seasonal_rain"":711,""end_rains_date"":""1985-03-23"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":132,""start_rains_date"":""1984-11-09""},{""year"":1985,""n_rain"":79,""station"":""Kasungu"",""annual_rain"":1086,""end_rains_doy"":304,""season_length"":174,""seasonal_rain"":1085,""end_rains_date"":""1986-04-29"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":130,""start_rains_date"":""1985-11-07""},{""year"":1986,""n_rain"":71,""station"":""Kasungu"",""annual_rain"":793,""end_rains_doy"":253,""season_length"":135,""seasonal_rain"":793,""end_rains_date"":""1987-03-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":118,""start_rains_date"":""1986-10-26""},{""year"":1987,""n_rain"":59,""station"":""Kasungu"",""annual_rain"":830,""end_rains_doy"":264,""season_length"":null,""seasonal_rain"":828,""end_rains_date"":""1988-03-20"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":1988,""n_rain"":68,""station"":""Kasungu"",""annual_rain"":916,""end_rains_doy"":276,""season_length"":95,""seasonal_rain"":914,""end_rains_date"":""1989-04-01"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":181,""start_rains_date"":""1988-12-28""},{""year"":1989,""n_rain"":57,""station"":""Kasungu"",""annual_rain"":867,""end_rains_doy"":273,""season_length"":134,""seasonal_rain"":817,""end_rains_date"":""1990-03-29"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":139,""start_rains_date"":""1989-11-16""},{""year"":1990,""n_rain"":64,""station"":""Kasungu"",""annual_rain"":781,""end_rains_doy"":282,""season_length"":133,""seasonal_rain"":781,""end_rains_date"":""1991-04-07"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":149,""start_rains_date"":""1990-11-26""},{""year"":1991,""n_rain"":54,""station"":""Kasungu"",""annual_rain"":516,""end_rains_doy"":272,""season_length"":114,""seasonal_rain"":504,""end_rains_date"":""1992-03-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":158,""start_rains_date"":""1991-12-05""},{""year"":1992,""n_rain"":63,""station"":""Kasungu"",""annual_rain"":794,""end_rains_doy"":272,""season_length"":107,""seasonal_rain"":794,""end_rains_date"":""1993-03-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""1992-12-12""},{""year"":1993,""n_rain"":47,""station"":""Kasungu"",""annual_rain"":726,""end_rains_doy"":292,""season_length"":null,""seasonal_rain"":725,""end_rains_date"":""1994-04-17"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":1994,""n_rain"":46,""station"":""Kasungu"",""annual_rain"":501,""end_rains_doy"":284,""season_length"":null,""seasonal_rain"":501,""end_rains_date"":""1995-04-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":1995,""n_rain"":68,""station"":""Kasungu"",""annual_rain"":947,""end_rains_doy"":258,""season_length"":95,""seasonal_rain"":940,""end_rains_date"":""1996-03-14"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":163,""start_rains_date"":""1995-12-10""},{""year"":1996,""n_rain"":54,""station"":""Kasungu"",""annual_rain"":838,""end_rains_doy"":283,""season_length"":118,""seasonal_rain"":838,""end_rains_date"":""1997-04-08"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""1996-12-12""},{""year"":1997,""n_rain"":62,""station"":""Kasungu"",""annual_rain"":882,""end_rains_doy"":281,""season_length"":140,""seasonal_rain"":882,""end_rains_date"":""1998-04-06"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":141,""start_rains_date"":""1997-11-18""},{""year"":1998,""n_rain"":63,""station"":""Kasungu"",""annual_rain"":837,""end_rains_doy"":272,""season_length"":94,""seasonal_rain"":837,""end_rains_date"":""1999-03-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":178,""start_rains_date"":""1998-12-25""},{""year"":1999,""n_rain"":50,""station"":""Kasungu"",""annual_rain"":538,""end_rains_doy"":252,""season_length"":null,""seasonal_rain"":537,""end_rains_date"":""2000-03-08"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":2000,""n_rain"":69,""station"":""Kasungu"",""annual_rain"":791,""end_rains_doy"":266,""season_length"":101,""seasonal_rain"":791,""end_rains_date"":""2001-03-22"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""2000-12-12""},{""year"":2001,""n_rain"":55,""station"":""Kasungu"",""annual_rain"":598,""end_rains_doy"":284,""season_length"":null,""seasonal_rain"":596,""end_rains_date"":""2002-04-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":2002,""n_rain"":69,""station"":""Kasungu"",""annual_rain"":1048,""end_rains_doy"":276,""season_length"":112,""seasonal_rain"":1046,""end_rains_date"":""2003-04-01"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":164,""start_rains_date"":""2002-12-11""},{""year"":2003,""n_rain"":51,""station"":""Kasungu"",""annual_rain"":813,""end_rains_doy"":280,""season_length"":126,""seasonal_rain"":812,""end_rains_date"":""2004-04-05"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":154,""start_rains_date"":""2003-12-01""},{""year"":2004,""n_rain"":61,""station"":""Kasungu"",""annual_rain"":964,""end_rains_doy"":259,""season_length"":110,""seasonal_rain"":879,""end_rains_date"":""2005-03-15"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":149,""start_rains_date"":""2004-11-26""},{""year"":2005,""n_rain"":53,""station"":""Kasungu"",""annual_rain"":553,""end_rains_doy"":280,""season_length"":130,""seasonal_rain"":550,""end_rains_date"":""2006-04-05"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":150,""start_rains_date"":""2005-11-27""},{""year"":2006,""n_rain"":69,""station"":""Kasungu"",""annual_rain"":1150,""end_rains_doy"":243,""season_length"":104,""seasonal_rain"":1149,""end_rains_date"":""2007-02-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":139,""start_rains_date"":""2006-11-16""},{""year"":2007,""n_rain"":58,""station"":""Kasungu"",""annual_rain"":578,""end_rains_doy"":253,""season_length"":79,""seasonal_rain"":576,""end_rains_date"":""2008-03-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":174,""start_rains_date"":""2007-12-21""},{""year"":2008,""n_rain"":67,""station"":""Kasungu"",""annual_rain"":645,""end_rains_doy"":278,""season_length"":128,""seasonal_rain"":645,""end_rains_date"":""2009-04-03"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":150,""start_rains_date"":""2008-11-27""},{""year"":2009,""n_rain"":63,""station"":""Kasungu"",""annual_rain"":785,""end_rains_doy"":275,""season_length"":110,""seasonal_rain"":785,""end_rains_date"":""2010-03-31"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""2009-12-12""},{""year"":2010,""n_rain"":60,""station"":""Kasungu"",""annual_rain"":548,""end_rains_doy"":282,""season_length"":123,""seasonal_rain"":545,""end_rains_date"":""2011-04-07"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":159,""start_rains_date"":""2010-12-06""},{""year"":2011,""n_rain"":67,""station"":""Kasungu"",""annual_rain"":861,""end_rains_doy"":276,""season_length"":null,""seasonal_rain"":860,""end_rains_date"":""2012-04-01"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":2012,""n_rain"":48,""station"":""Kasungu"",""annual_rain"":596,""end_rains_doy"":262,""season_length"":97,""seasonal_rain"":596,""end_rains_date"":""2013-03-18"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""2012-12-12""},{""year"":2013,""n_rain"":61,""station"":""Kasungu"",""annual_rain"":728,""end_rains_doy"":243,""season_length"":63,""seasonal_rain"":728,""end_rains_date"":""2014-02-28"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":180,""start_rains_date"":""2013-12-27""},{""year"":2014,""n_rain"":65,""station"":""Kasungu"",""annual_rain"":725,""end_rains_doy"":283,""season_length"":106,""seasonal_rain"":725,""end_rains_date"":""2015-04-08"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":177,""start_rains_date"":""2014-12-24""},{""year"":2015,""n_rain"":50,""station"":""Kasungu"",""annual_rain"":610,""end_rains_doy"":266,""season_length"":105,""seasonal_rain"":610,""end_rains_date"":""2016-03-22"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":161,""start_rains_date"":""2015-12-08""},{""year"":2016,""n_rain"":60,""station"":""Kasungu"",""annual_rain"":851,""end_rains_doy"":279,""season_length"":null,""seasonal_rain"":851,""end_rains_date"":""2017-04-04"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":2017,""n_rain"":54,""station"":""Kasungu"",""annual_rain"":710,""end_rains_doy"":286,""season_length"":136,""seasonal_rain"":710,""end_rains_date"":""2018-04-11"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":150,""start_rains_date"":""2017-11-27""},{""year"":2018,""n_rain"":61,""station"":""Kasungu"",""annual_rain"":660,""end_rains_doy"":285,""season_length"":120,""seasonal_rain"":660,""end_rains_date"":""2019-04-10"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":165,""start_rains_date"":""2018-12-12""},{""year"":2019,""n_rain"":60,""station"":""Kasungu"",""annual_rain"":762,""end_rains_doy"":248,""season_length"":84,""seasonal_rain"":762,""end_rains_date"":""2020-03-04"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":164,""start_rains_date"":""2019-12-11""},{""year"":2020,""n_rain"":68,""station"":""Kasungu"",""annual_rain"":620,""end_rains_doy"":260,""season_length"":97,""seasonal_rain"":620,""end_rains_date"":""2021-03-16"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":163,""start_rains_date"":""2020-12-10""},{""year"":2021,""n_rain"":50,""station"":""Kasungu"",""annual_rain"":669,""end_rains_doy"":284,""season_length"":null,""seasonal_rain"":669,""end_rains_date"":""2022-04-09"",""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":2022,""n_rain"":null,""station"":""Kasungu"",""annual_rain"":null,""end_rains_doy"":null,""season_length"":null,""seasonal_rain"":null,""end_rains_date"":{},""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}},{""year"":2023,""n_rain"":null,""station"":""Kasungu"",""annual_rain"":null,""end_rains_doy"":null,""season_length"":null,""seasonal_rain"":null,""end_rains_date"":{},""end_season_doy"":null,""end_season_date"":null,""start_rains_doy"":null,""start_rains_date"":{}}],""metadata"":{""end_rains"":{""output"":""both"",""end_day"":305,""start_day"":93,""s_start_doy"":183,""min_rainfall"":10,""interval_length"":1},""end_season"":{""end_day"":null,""capacity"":null,""start_day"":null,""evaporation"":null,""s_start_doy"":183,""evaporation_value"":null,""water_balance_max"":null},""annual_rain"":{""na_n"":null,""na_rm"":null,""n_rain"":null,""na_prop"":null,""na_n_non"":null,""rain_day"":null,""na_consec"":null,""annual_rain"":null,""s_start_doy"":183},""start_rains"":{""end_day"":184,""max_rain"":null,""dry_spell"":true,""over_days"":3,""start_day"":93,""threshold"":0,""dry_period"":false,""proportion"":false,""amount_rain"":25,""s_start_doy"":183,""min_rain_days"":null,""prob_rain_day"":null,""spell_interval"":21,""total_rainfall"":true,""period_interval"":null,""number_rain_days"":null,""rain_day_interval"":null,""spell_max_dry_days"":9,""period_max_dry_days"":null},""seasonal_rain"":{""na_n"":null,""na_rm"":null,""n_rain"":null,""na_prop"":null,""na_n_non"":null,""rain_day"":null,""na_consec"":null,""total_rain"":null},""seasonal_length"":{""end_type"":""rains""}}}"
