month,Rainfall,min_tmin,mean_tmin,max_tmin,min_tmax,mean_tmax,max_tmax
1962-06,,16.4,18.3,20.7,22.9,27.2,30.1
1962-07,,16.1,17.8,19.4,24,27,29.6
1962-08,,16.7,17.9,19.6,23.1,26,30.2
1962-09,,13.9,17.7,19.8,22.5,26.3,28.8
1962-10,,12.3,16.3,18.8,20.1,26.2,29.4
1962-11,,9.8,12.7,15,21.6,25,29.2
1962-12,,6.1,10.7,14.3,20.1,24.3,27.3
1963-01,,7.7,12.2,15.1,20.6,25.5,28.4
1963-02,,7.3,12.6,16.1,22.6,27.2,30.5
1963-03,,13.9,18,21.7,25.7,29.8,33.9
1963-04,,16.4,20.8,23.7,27.7,32.5,35.7
1963-05,,16.1,19,21.4,22,28.2,32.7
1963-06,,15.8,18.3,20.2,21,27.1,29.4
1963-07,,16.6,18.6,20.2,21.2,26.6,29
1963-08,,14,18.1,20.4,23.6,27.6,29.9
1963-09,,14.7,17.5,19.8,27.9,29.3,30.8
1963-10,,12.3,15.8,19.2,22.2,28.4,30.8
1963-11,,9.4,13.6,16.9,23.6,26,29.4
1963-12,,6.4,11.2,18.2,20.6,25.3,28.1
1964-01,,7.3,10.3,12.8,18,23.1,26.1
1964-02,,8.3,13.7,19.7,23.5,26.4,29.3
1964-03,,12.6,16.7,21.1,24.9,29,32.6
1964-04,,15.2,20.6,23.8,28.6,31.9,34.1
1964-05,,14.1,19.2,23.1,19,30.6,35.1
1964-06,,14.7,18.3,20.5,23.3,28.2,33
1964-07,,16.3,17.7,19.3,22.3,25.9,30.2
1964-08,,13.8,17.2,19.2,19,26,29.6
1964-09,,14.6,17.2,18.8,21.6,26.7,28.6
1964-10,,10.6,15.2,19.2,24.4,27.2,30.1
1964-11,,10,13.4,17.6,20.8,25.3,28.8
1964-12,,4.9,9.9,17.2,20.4,24.7,27.8
1965-01,,4,11,14.6,20.1,24.4,27.9
1965-02,,9.9,13.7,19.1,23.1,26.7,29.6
1965-03,,12.7,17,21,20.7,29,33.1
1965-04,,13.9,19.2,23.8,19.3,31.2,35.1
1965-05,,18.5,20.8,23.6,24.1,31.2,34.3
