month,Rainfall,min_tmin,mean_tmin,max_tmin,min_tmax,mean_tmax,max_tmax
1976-05,,2.2,19.8,24.5,29.1,33.2,36.5
1976-06,,17,19,22.5,23.1,28.9,35.6
1976-07,,17.4,18.9,21.6,25,28,31
1976-08,,16.9,18.5,20.2,24.5,27.7,30
1976-09,,6.8,17.7,19.5,24.3,27.6,30.3
1976-10,,12.9,16.2,22.4,22.3,27.7,31.6
1976-11,,10.6,15.2,18.7,20.6,28,31.4
1976-12,,10.3,12.3,14.8,17.9,26,29.7
1977-01,,8.7,12.7,17,21.2,24.9,30
1977-02,,10.9,14,17,19.7,27.7,32
1977-03,,13.6,17.6,20.3,28.2,31.6,34
1977-04,,15.5,20.1,24,27,34,37.2
1977-05,,15,19.3,22.4,24.5,31.8,36.1
1977-06,,17.4,19,20.1,25.2,27.8,30.5
1977-08,,17.2,18.8,19.6,22.7,27.8,30.5
1977-09,,16.5,18.6,20.2,20.7,27,30.4
1977-10,,11,17.1,19.4,20.3,27.1,30.7
1977-11,,11.8,14,16.1,24.3,27,29.5
1977-12,,1.9,11.2,16.3,20.1,24.4,27.8
1978-01,,11.3,14.7,17.5,27.2,29.5,32.8
1978-02,,11.3,14.7,17.5,27.2,29.5,32.8
1978-03,,,,,23.6,30.6,37.1
1978-04,,15.4,19.6,22.4,23.7,33.5,36.7
1978-05,,15,19.7,24.3,25.9,30.8,35
1978-06,,17.2,18.7,20,22,26.8,29.7
1978-07,,15,18.2,20.3,23.1,28.4,31.1
1978-08,,16.3,18.6,20.1,24,28.3,31.1
1978-09,,17.2,18.3,19.7,24.9,28.1,30.5
1978-10,,13.9,16.3,20.1,22.8,28.8,31.6
1978-11,,11.1,14.4,17.6,22.2,27.5,30.8
1978-12,,8.9,12.4,17.3,15.5,24.4,30.1
1979-01,,9.2,12.4,17.4,19.5,25.2,30.5
1979-02,,11.5,14.6,17.5,,,
1979-03,,10.1,17.1,21.2,21,31.2,36.4
1979-04,,17.6,20.5,22.5,26.9,33,35.9
1979-05,,17.5,19.9,21.5,24.6,30.5,34.9
1979-06,,17.1,18.8,20.9,22,27.2,30.6
1979-07,,15.9,18.4,21.4,25.1,28.7,32.3
1979-08,,17.6,19.2,20.5,23,28.7,37.5
1979-09,,15.5,17.9,19.4,21.2,27.5,31.1
1979-10,,13.6,17.4,20,23.9,27.8,31
1979-11,,10.2,13.9,16.9,22.1,27.2,30.6
1979-12,,8.5,11.1,13.8,20.9,24.4,28.4
1980-02,,9.3,13.6,16.5,21.9,26.9,31
1980-03,,14,17.4,19.9,27.2,31.9,36
1980-04,,16.6,19.3,23.6,29.4,32.1,35.1
1980-05,,16.3,20.1,23.4,30.1,33.3,35.9
1980-06,,17.3,18.7,20.6,24.8,27.9,32.1
1980-07,,17.4,19,20.3,23.7,28.9,31.3
1980-08,,18.2,19,20.4,25.2,27.9,30.5
1980-09,,16.5,18,20.1,20.5,28.5,31.4
1980-10,,13.4,15.9,20,22.1,27.8,31.5
1980-11,,10.7,12.9,15.6,20.5,26.2,29.9
1980-12,,6.8,11.4,15.5,20.6,25.5,29.4
1981-01,,9,11.4,15.7,20.6,24.8,29.4
1981-02,,9.8,14,19.2,22.1,28.8,34.2
1981-03,,9.9,16.6,21.2,15.7,30.8,35.1
1981-04,,14.2,17.8,22,17.2,31.5,36
1981-05,,17.1,20.7,23.9,26.6,33.2,37.4
1981-06,,16.1,19.3,22,23.9,30.6,34.9
1981-07,,17.2,18.8,20.1,23.4,27,30.4
1981-08,,16.4,18.6,20.9,21,27.9,31.1
1981-09,,15.7,17.9,20.9,25.4,29.9,33.6
1981-10,,14.4,16.9,19.6,22.2,28.1,31.6
1981-11,,10.2,13.7,18.2,18.2,25.5,30.8
1981-12,,9.6,12.7,15.6,20.4,26,29.3
1982-01,,9.2,12.4,16.2,18.4,24.8,29.1
1982-02,,11.3,14,18.1,18.9,27.3,31
1982-03,,,,,23.4,30,32.9
1982-04,,14,18.2,21.6,18.6,31.2,35.9
1982-05,,15.7,19.4,21.5,24.4,31.3,35.9
1982-06,,18,19.4,21,23,29.7,33.1
1982-07,,17.9,19.5,21.4,25.5,30.6,33.6
1982-08,,17.9,19.2,20.9,23.9,29.6,32.6
1982-09,,16.1,18.8,21.5,25.4,30,33.2
1982-10,,13.9,17.9,20.8,23.1,30.3,34.4
1982-11,,12.7,16.5,18.8,23.4,29.6,32.5
1982-12,,12.2,14.5,16.7,23.6,27.3,29.7
1983-01,,9.8,13.6,17.6,20.7,26.1,30.6
